id,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6
ji34g,12,30,21,3,29,69
m1j8z,3,1,34,3,1,24
a1z0t,1,1,75,11,1,83
fsiki,11,13,77,11,10,22
lad83,3,27,89,11,16,49
snkl6,11,10,43,11,6,90
pabl1,11,25,36,11,25,11
g0z11,12,10,31,3,17,19
pos4e,3,1,36,1,1,33
fvfuy,1,1,52,1,1,65
on3b9,7,13,9,7,23,64
oy4v0,1,12,71,9,22,86
fzhkp,1,3,34,1,26,35
fuwa5,11,5,17,3,7,18
n6cun,9,1,47,11,1,98
pnwmz,5,11,47,9,24,56
zfjtt,9,15,84,10,31,45
mace8,5,16,25,11,5,65
lz2uk,11,1,25,3,1,62
mzvqk,9,1,86,1,1,74
wl1x1,5,1,95,12,4,19
h4p5h,8,29,68,9,5,98
j7mw3,11,11,91,3,2,5
j0vx8,11,10,90,12,20,96
qab87,1,1,8,1,1,15
sdarp,3,1,11,11,1,58
mjrs4,11,1,25,12,1,60
gcaiz,3,1,4,3,1,55
r7vm8,3,9,48,3,29,24
hehqc,11,1,78,12,1,58
xt9je,12,24,97,3,28,37
qdi2o,11,1,29,5,1,80
ln6sm,11,25,60,3,21,47
grptk,11,3,31,3,15,30
tx80v,11,11,10,3,18,25
pi8d3,6,3,43,7,15,82
w98eo,11,31,95,9,4,33
sa124,3,25,58,3,4,52
u1ygq,12,4,33,5,5,56
ck3nc,11,3,75,3,19,37
a2ju6,12,1,34,11,1,39
r3jz8,3,4,48,12,13,92
aewym,12,11,8,11,21,18
xyunw,3,1,75,9,1,80
wqvx2,12,16,93,11,15,77
p7ecn,7,22,49,7,4,23
sx12f,11,30,43,12,12,96
kbdls,5,28,63,5,16,14
yirxe,12,1,83,11,1,18
a2zcn,7,3,38,9,3,40
h2gkl,1,1,44,1,1,67
skjay,12,15,80,12,31,21
ujwa8,11,4,29,11,6,40
gakd7,10,16,20,7,24,15
ulqkl,3,18,80,11,2,53
lzry9,3,1,38,11,1,63
w4c2a,11,18,64,5,26,33
gifj2,10,27,13,10,8,18
roh7i,12,1,40,1,1,84
f5b9c,3,27,87,5,1,93
dq2tv,12,11,24,5,30,43
sjh2t,9,20,51,5,31,86
r5hw6,1,1,66,1,1,96
hje62,1,18,54,9,9,59
pzql0,1,21,40,1,30,57
ypd1e,11,7,87,5,19,62
if2t1,9,19,82,9,18,85
n55xy,11,1,74,11,1,42
fr0pr,11,12,82,12,8,40
nbaog,12,7,32,3,20,7
xsb6q,5,3,33,11,13,76
q9eer,12,1,89,5,1,94
ddqs7,4,26,87,4,24,85
tyl5x,5,12,84,11,10,24
kdzw6,12,26,1,5,2,85
adahy,3,4,54,11,15,26
q472z,12,9,68,11,23,43
hpr8p,5,15,33,12,1,41
zx6zg,4,17,47,7,13,57
zchkf,12,1,64,11,1,43
rtzve,11,30,30,3,23,46
qibeu,2,13,20,10,3,86
hf6sl,9,15,29,11,30,55
b0pm6,8,12,86,5,9,40
b95ir,11,28,84,8,24,60
mtohb,1,1,19,1,1,97
ipw7e,7,13,86,4,3,14
y9xkl,9,16,20,9,29,22
hs3c8,9,30,85,12,12,68
f9jrj,7,11,34,4,3,85
vx1tv,12,1,11,11,1,14
vdpyr,1,1,44,1,1,9
jbtwq,8,20,58,2,27,41
c6re3,12,16,43,11,26,60
csb2t,9,23,55,9,24,23
neg9t,11,10,92,12,28,3
w212h,12,2,2,3,23,37
k7sui,1,1,62,1,1,33
aqyhr,11,13,86,11,8,32
jni0b,6,16,56,8,6,5
aw9hq,7,20,14,10,9,87
lhu46,12,4,76,11,28,5
mud6w,11,1,91,3,1,68
thby2,11,1,46,5,1,31
b3mfz,8,16,30,9,28,11
m482c,10,13,26,2,29,89
ewcfw,12,11,83,9,14,38
mje13,3,1,24,12,1,77
zq7rw,3,13,84,12,20,98
t3mu6,1,23,16,12,23,70
v8kf5,11,1,36,11,1,64
bnr52,1,1,73,1,1,97
tuzlv,11,1,70,3,1,95
wytu3,12,26,56,11,13,88
rog89,11,14,30,12,3,65
uezx6,3,13,65,5,2,34
b2zjr,12,1,59,11,1,13
tr2bo,5,30,28,12,24,8
vafii,2,21,50,10,2,10
fxdi1,11,13,90,3,20,16
mhq4j,11,1,24,12,1,28
kpqg5,8,2,63,5,25,18
cf74k,1,1,88,1,1,17
drrbl,6,11,13,7,12,50
h5t9c,12,28,18,11,5,45
cyszu,12,1,73,12,1,79
nr21s,11,21,78,12,17,97
bwm18,9,1,35,5,1,48
a3fcz,11,23,19,12,5,35
q5iea,10,1,45,10,20,97
gxc90,11,24,9,12,16,33
ji097,6,16,31,6,9,53
inms8,7,18,47,6,28,68
m4ask,10,8,99,6,7,73
mc5nl,5,18,53,12,17,17
dl0ak,11,31,41,3,1,72
aafmj,7,27,27,7,14,91
l211t,3,21,36,9,1,35
okkg3,1,1,68,1,1,37
t7h4y,11,30,53,12,14,65
fcf6l,12,13,92,5,2,24
cxkdp,1,1,14,1,1,82
pcqv2,3,1,32,12,1,18
xiqn5,10,14,59,3,21,52
g37fv,11,25,88,12,13,68
czqzn,11,26,74,12,31,2
kwytk,5,29,75,3,19,86
obrj0,11,20,7,3,13,97
qkgic,1,1,68,1,1,64
cerer,11,18,49,12,17,79
r86rm,3,1,43,12,1,24
ijc6q,1,27,2,3,12,62
awqh5,1,1,66,1,1,73
xk7g7,12,31,52,3,13,55
nbese,12,1,93,12,1,37
hj63b,9,22,37,12,2,54
vsfx8,10,4,9,10,24,10
urhg5,3,11,34,3,5,22
foz0j,12,10,46,5,29,3
ynmai,1,1,67,9,1,39
n57vo,10,20,13,7,3,58
g340q,1,1,44,12,1,23
lmvv7,11,5,82,4,28,15
eak2t,3,19,15,5,27,8
wa8kh,5,8,13,5,6,75
gvfgg,5,1,68,9,1,3
lw5hj,11,1,66,3,1,65
bjo47,3,23,76,3,31,77
y6xjl,11,1,92,3,1,47
hoc0d,9,19,72,12,22,4
qvwfi,12,20,92,11,10,47
jirr3,11,22,47,5,24,19
oos4f,9,1,15,3,1,78
on5ul,11,29,34,3,7,39
hc4b8,12,5,73,3,12,73
l1fx8,5,24,25,1,10,39
pw94f,12,1,84,3,1,69
fe967,11,28,10,1,20,70
db1gd,5,25,4,12,6,56
e59kf,11,11,64,12,1,95
kppcr,12,2,99,3,22,73
fi2dw,3,30,8,11,13,44
hf4y1,7,14,45,7,16,68
rcdos,11,6,55,3,1,14
rew5s,12,5,64,12,21,71
ygr13,3,29,10,3,13,14
t560z,11,25,64,11,21,53
le7fe,8,18,7,9,10,75
y69pc,3,1,11,9,1,72
xdss3,11,12,45,11,30,13
ff265,8,2,2,6,4,5
e91bt,11,17,38,11,20,62
xv4t6,12,1,42,5,1,57
xqxf3,5,1,60,12,1,89
vn3yb,11,14,21,12,3,99
l95wp,11,1,13,3,1,62
wpcfg,11,6,48,12,10,45
tpjnj,5,1,59,9,1,28
td6l7,11,16,94,12,31,71
pe063,8,12,60,8,18,62
guihi,4,6,83,2,2,21
t0e0q,5,25,76,12,11,86
wev8l,3,29,21,9,18,82
wdllt,6,15,97,11,30,80
p13ka,9,9,1,9,16,10
blt5w,12,15,4,12,18,17
t9xck,12,26,82,5,10,35
getyx,12,28,63,3,9,12
fcccd,1,1,14,1,1,33
c6bnh,1,22,7,1,13,8
e9cqo,11,26,30,5,23,15
miqfz,7,13,5,6,24,12
h249q,9,20,24,3,23,28
jdkn5,11,1,75,12,1,72
n78at,9,28,92,12,9,1
nvoe2,3,19,5,12,7,22
kbuik,12,11,23,12,11,26
l0jrz,4,16,95,4,8,17
x5u99,9,1,61,9,1,13
h24gf,12,10,55,3,31,79
av8d8,1,1,4,3,1,22
ux3wk,10,29,29,2,4,71
c2lsb,1,1,89,1,1,45
ulf3q,7,22,70,4,29,28
i4fzh,12,1,11,11,5,65
v8pew,2,18,89,11,21,78
em4hd,1,7,93,3,9,59
e5dvi,3,13,91,2,10,94
kaviz,11,1,82,5,1,34
k15vx,1,11,50,9,18,22
sgy96,12,8,86,1,28,64
qs0ee,12,1,3,1,30,62
zk8k1,3,1,47,3,1,19
rjg2x,12,7,70,9,3,62
fjloz,3,23,32,12,30,36
cd5gg,3,30,53,3,19,62
gho7p,3,30,71,3,23,36
ziko0,3,1,93,8,1,77
tqaxa,3,3,68,12,19,16
tw9lv,11,1,46,12,1,55
hqd7m,1,1,70,1,1,53
myox8,3,28,39,11,23,11
sldrb,3,28,67,12,8,40
ys45q,5,1,39,5,1,85
pbf9j,3,8,84,3,11,96
azbjo,4,12,81,4,12,4
wrwh2,8,1,20,8,1,72
ydail,3,12,31,3,2,2
anty5,3,8,3,3,19,14
k7a3c,10,30,92,7,25,13
z8bn0,3,10,92,3,4,54
yfw1d,3,16,87,3,9,88
zlqro,9,13,95,1,15,5
zdqcm,3,13,1,12,20,56
aaktg,10,21,50,5,4,67
dutmw,3,19,62,11,2,18
mt01l,11,1,23,12,1,54
p8rrs,3,4,87,3,12,82
koly8,11,27,40,3,27,63
gbzoz,7,24,61,2,7,74
grjcx,11,11,83,4,6,89
p43t5,8,10,94,6,17,70
zzb1w,3,1,34,11,1,10
vfz0g,3,27,2,2,17,7
eiy0r,9,17,80,3,24,9
ds41b,4,8,1,2,31,14
gjsmi,12,8,79,11,1,76
t37r7,10,6,88,10,19,87
aroc4,1,1,40,9,1,29
skn61,12,31,30,5,31,58
pehdu,1,1,70,1,1,78
rg5ep,3,13,40,3,15,33
wc3po,12,10,81,3,11,23
p2jf6,7,22,88,10,10,32
qzkhi,5,9,28,11,30,51
m8487,11,6,47,12,2,6
qbxi5,6,22,11,7,16,63
jukco,3,8,19,5,8,77
bm749,12,21,41,12,15,34
aoleb,1,1,62,1,1,82
s6k11,5,1,50,5,1,32
qjthu,12,12,91,12,12,67
kvd8q,8,4,40,7,3,46
tb5vl,5,19,1,11,18,2
m4c5l,11,1,50,5,1,33
guik5,3,3,65,5,18,45
p40np,5,1,66,3,1,25
jmsug,5,2,94,11,14,58
zkjxb,2,6,11,10,20,28
smra4,12,28,93,12,26,11
t0xri,5,1,99,12,1,60
rkn0t,3,1,15,5,1,75
rhoo5,11,20,68,12,23,52
uspho,3,21,72,11,17,23
ltj9k,12,28,90,11,8,65
v3556,3,25,33,11,7,77
ag4le,12,13,31,5,9,62
rpiox,6,19,32,7,24,20
oh1ti,10,6,2,12,4,8
akj9e,3,23,47,7,22,43
rldh1,3,30,88,5,9,60
as5p5,3,19,62,12,6,62
s4biy,2,2,43,7,20,75
noob2,3,21,69,3,7,66
pay1y,12,18,37,12,5,53
ptd86,3,13,34,5,23,46
ho5jn,12,27,79,5,25,48
q1f0b,3,1,72,12,1,15
fc5gq,12,10,25,12,23,33
t1qlt,3,18,99,1,26,5
cvdcx,1,1,39,3,1,61
dt2bi,9,12,82,8,2,85
sf54e,9,18,89,1,7,87
bz8ii,10,20,83,7,9,4
zmhd1,8,8,6,8,8,17
a4728,10,26,65,9,16,75
njrtk,12,1,54,11,1,70
zj7t9,10,7,13,6,15,6
r1oa6,4,22,97,10,4,7
qes19,3,23,93,5,23,93
s28i7,2,12,52,10,3,99
sf5rw,1,22,83,9,7,12
emlcg,12,8,88,12,18,39
iz88h,12,1,32,12,16,32
elux3,3,2,19,12,23,40
f01yo,12,1,85,5,1,60
fc2c2,11,10,76,3,31,84
qq4ta,12,1,49,11,13,11
ys7iv,3,11,96,11,19,40
omlbn,1,1,4,1,1,6
aghqb,11,19,36,12,21,15
r3vmt,11,1,59,3,23,3
oqy2v,12,26,13,12,7,17
up2pi,1,1,65,12,1,38
jmyu6,3,4,31,12,22,90
lr3ts,12,5,15,11,12,88
rr4zl,12,16,35,11,20,65
s2wg4,12,10,4,9,20,11
fx86e,11,15,52,9,12,88
padjs,3,1,63,9,1,95
yuonm,12,1,16,11,1,71
bfnqn,11,27,60,3,31,76
ieyiv,7,1,38,3,9,60
ymnna,4,14,72,7,23,61
zgffc,9,20,85,9,2,20
p8rwo,3,23,39,11,26,58
ovf9w,5,1,16,11,1,54
k2obu,3,22,61,11,21,91
lhd7d,5,2,26,3,23,17
tg1x9,11,4,70,12,21,11
ogwoj,11,19,5,11,12,2
oum4c,4,2,60,6,12,48
vy9b4,3,19,69,11,2,16
daw3b,11,7,82,11,5,42
yeg3d,4,28,51,10,23,51
s10u5,3,23,51,11,13,56
ptsby,5,25,29,11,16,65
pf1um,12,15,15,7,22,19
ox9pq,5,28,95,8,3,79
o33jb,3,1,81,5,5,74
j8d6h,11,20,99,12,19,64
tffp8,1,17,93,3,11,19
gby6x,3,25,18,3,28,20
qutp7,11,1,78,12,1,34
nzrhr,3,4,3,12,20,74
jnaq2,3,2,65,11,5,43
u914a,11,2,37,11,16,56
i8ts0,11,12,34,10,29,35
ref45,12,18,66,12,31,22
gfn42,3,16,25,3,12,97
fausu,5,2,28,12,2,94
ozkrs,3,1,60,12,1,38
z88xj,3,31,67,11,17,51
hi4co,8,30,75,9,12,34
ca3l1,1,1,54,1,1,77
dk2d0,3,21,72,11,2,47
mxr64,3,1,70,3,1,68
umj64,12,1,30,9,1,41
srdw8,3,1,41,11,1,71
f0l7z,6,18,79,10,24,55
vp7tm,10,30,17,10,14,66
ef634,4,13,32,2,22,93
olk8a,9,15,75,1,13,47
ws3cz,11,1,80,3,1,17
v6bdb,3,1,84,11,22,12
s7ac3,12,9,73,3,17,4
iya1x,12,19,98,12,12,9
tidv0,2,9,57,4,7,52
kaisp,5,1,31,3,1,57
j95pa,7,11,29,10,12,3
n1emi,1,1,78,1,1,46
qbcm0,3,16,17,12,21,35
f9s5x,10,22,73,4,24,18
yjvui,11,8,72,3,21,42
wq7rm,2,2,53,10,1,16
huq0k,2,22,40,7,2,66
g4fzs,5,1,29,3,1,24
bycr1,12,17,54,12,13,90
ktnd4,5,1,90,12,1,1
ekant,3,10,32,5,10,86
yzxjk,9,1,95,9,1,85
xyeyl,12,1,93,12,1,86
vjrei,3,21,10,12,7,31
hy77n,2,4,41,10,14,3
rkmsy,3,1,76,1,1,71
mk9vq,6,6,19,4,5,20
h38fg,3,19,66,3,28,66
nty9x,7,15,75,4,30,91
eauhv,11,1,57,5,1,87
yzeb9,5,16,59,11,20,57
ecjd4,12,18,88,5,31,32
hd6t6,3,1,78,3,1,41
fpiwg,9,1,13,11,1,6
nbpqb,12,12,94,12,17,65
rnmsg,3,11,33,12,18,20
y68v8,11,30,59,3,1,77
klow9,11,1,32,9,1,91
f5cz1,2,13,35,4,1,48
aldai,12,1,27,5,1,69
p3jrd,3,27,34,3,1,22
z82p7,12,18,44,3,6,30
bno6n,12,27,66,9,6,92
zviea,12,19,87,11,13,60
grd0d,11,1,37,3,1,82
xy7y4,12,15,74,5,8,22
bfznu,11,1,67,11,1,16
xu8vo,1,29,93,5,15,45
i6vhq,7,21,67,4,5,43
hj73j,12,28,14,3,31,39
fpzfx,10,4,75,4,10,9
dyn0x,11,2,98,11,24,49
uzswa,12,4,84,11,27,84
bx04h,5,1,16,12,1,14
m11ti,9,1,80,11,1,97
ytq3j,12,22,81,3,27,14
kueob,12,1,67,5,1,27
v97qe,12,1,4,1,1,40
spr7c,10,19,12,8,18,16
uq5au,11,1,14,12,1,92
yljx8,12,1,54,3,1,11
csogj,6,15,47,10,10,85
hn4p2,12,8,16,11,15,33
ixlbi,3,1,2,9,1,52
bc94y,6,20,95,3,8,96
ckucu,10,19,99,8,17,68
cgdg5,3,22,55,11,10,61
yntbz,3,30,40,11,8,58
wagy9,12,1,99,3,1,64
p3rvz,11,24,3,3,3,38
vehiy,3,12,65,12,10,60
izdt8,12,21,48,11,16,73
mhwjg,3,1,28,5,1,47
wk3c4,11,9,55,3,19,40
dcno6,1,1,39,1,1,61
d896t,12,2,92,3,18,74
nvu8c,1,4,53,12,31,18
g9uof,8,25,26,12,16,7
rs0ip,11,21,85,11,14,60
qosi6,3,30,1,5,28,76
i1wir,5,11,43,12,19,58
djfi8,5,28,25,7,22,32
c5l39,3,29,67,1,24,59
lh67a,3,18,43,12,12,77
ivjrg,7,15,3,7,31,75
ajtze,11,5,69,3,26,88
rrqk3,5,31,77,12,25,8
yn451,2,25,80,1,3,84
z1siv,1,11,2,1,24,12
d90ik,12,22,80,12,8,2
e8ehg,12,7,16,1,17,30
lwn2a,12,1,87,3,1,29
xz4zy,12,15,63,1,23,23
o6nlm,9,7,9,1,22,46
lkpbr,2,11,82,7,5,62
ywnq9,12,1,70,8,1,32
rnbby,5,21,43,5,20,67
z1vpn,6,30,62,6,7,65
wcat0,6,13,84,10,16,52
zlb3z,3,3,6,9,13,58
oixsk,11,16,11,5,3,8
jxg3t,12,22,4,3,28,39
b2km2,3,21,91,11,12,51
s2id8,11,8,69,12,12,20
gqdti,1,1,57,1,5,37
atrxq,3,1,49,7,10,90
uf51a,1,1,46,1,1,10
l72yf,10,22,45,8,23,50
otiyc,1,10,8,1,13,12
u1x6o,11,27,9,5,3,75
ijj04,12,11,88,12,28,94
vz8cs,3,12,24,3,31,3
p92cc,1,1,67,1,1,68
osy2q,3,1,62,3,1,83
g40ue,2,5,29,10,28,34
uh785,8,1,42,1,1,2
ghn2e,2,19,59,4,18,61
qll42,11,1,96,1,20,60
vmc5r,11,15,20,12,30,59
dlcz2,10,26,86,6,20,52
k3b0x,12,5,57,12,27,75
rglm7,4,19,81,2,6,89
h1kms,11,12,45,3,15,88
alv33,9,13,17,3,24,6
ka3rn,10,30,4,10,13,49
mabm0,3,1,30,12,1,80
x935y,5,13,45,3,11,44
uimb5,11,1,84,3,1,46
ep9om,3,5,62,11,12,2
h0zky,3,30,19,11,7,73
e3ijn,1,17,42,11,2,46
xz3xz,10,13,70,4,13,62
j45m9,7,6,35,2,17,18
xzplz,11,23,9,5,8,72
bk6d5,4,4,10,1,6,16
orssn,1,1,12,1,1,22
bp6x7,9,1,32,9,1,20
oe61v,2,27,90,4,2,55
a1qz0,5,1,65,12,1,82
ensan,12,7,80,11,19,95
dhrsv,11,22,33,11,29,8
shmlb,8,17,23,11,29,98
qu1tt,12,13,41,5,4,27
o7bss,11,1,28,3,1,55
f6mjr,5,26,22,12,11,59
g1rn9,12,1,18,3,5,24
jwmfb,1,1,34,1,1,32
zzvak,3,23,83,12,29,13
sj174,7,9,93,2,5,7
afp60,6,9,93,10,31,40
as6c9,1,1,38,1,1,91
j6x76,6,15,53,12,31,16
fyhkj,11,27,48,5,10,87
klhpy,1,1,94,1,1,82
zrz57,3,9,39,11,5,62
f7ykc,10,21,52,10,11,66
pb4sh,6,21,42,4,31,6
mlww7,4,6,59,4,25,78
rdy8p,3,22,3,5,21,35
orogb,7,22,97,10,25,50
nv17b,1,1,37,1,1,84
h065r,12,7,13,11,27,37
zaaht,5,1,16,3,1,91
g3ndu,3,20,60,9,23,87
dlbrx,11,23,84,11,8,74
ccrty,3,23,99,5,9,78
brdn9,4,17,63,10,1,35
j6oyy,3,1,55,3,1,92
vyckt,3,1,26,12,1,54
epbus,12,7,71,11,24,16
arv85,3,24,98,12,18,88
n7xbn,12,1,11,12,1,24
ov3gq,12,3,50,3,17,49
ozs2k,3,25,46,5,2,13
aas3z,2,2,45,6,4,38
f3ozd,12,1,72,12,1,44
je540,1,1,64,1,1,70
t3hhq,3,1,16,9,1,77
qp06w,9,29,59,12,23,84
vjspa,3,1,12,11,1,97
o28gz,1,7,82,3,1,88
kf289,5,14,93,6,21,94
ookzb,12,19,62,5,18,86
kucww,11,23,92,3,19,4
e8slj,12,1,49,3,1,15
o9bp6,11,26,93,12,16,23
h444l,12,1,82,12,1,82
grvdb,8,1,2,3,1,74
swh83,10,17,17,6,16,64
bolo2,11,16,91,3,3,35
ad2ad,7,14,1,4,29,4
jcmpl,3,8,6,12,13,95
p9luw,1,1,6,1,1,45
vklko,10,14,52,4,11,43
ns3n1,7,15,71,7,1,20
gxwdn,11,13,61,3,13,74
i1brd,11,13,75,3,4,99
jq4gn,1,1,6,1,1,3
im64x,9,1,82,5,1,15
r6jb8,12,1,73,11,1,51
uf0l6,3,17,96,11,17,34
s575u,11,31,1,3,22,46
jn4gn,5,1,90,3,1,67
hr3v3,9,1,74,11,1,54
camu8,10,17,55,10,13,21
usqkq,12,23,32,5,6,68
ztws8,5,10,67,5,10,78
bb5p5,2,16,58,6,28,70
dt1vw,12,31,68,12,25,51
f3sh0,3,20,30,12,6,81
uahbd,9,1,23,3,1,42
f2cff,12,15,20,12,19,48
ac2kg,3,11,37,3,13,32
itck2,7,16,3,10,19,37
jamjn,11,1,20,12,1,89
khu10,12,4,94,11,27,64
n1taa,3,26,73,11,4,93
g2hdz,5,10,13,5,22,23
akm0h,12,10,88,9,5,56
c49jf,1,1,42,1,1,10
tw8to,12,1,17,3,1,28
ribjn,11,1,21,3,1,37
gv7a5,11,5,49,11,19,83
y2eo3,11,29,33,12,19,37
ochgl,12,24,50,11,8,82
uyx26,12,1,74,11,1,69
uq5bq,5,12,11,11,22,24
hq98s,3,1,5,3,1,36
pcpx1,3,20,66,12,23,36
pz177,8,10,93,5,27,69
l98l3,11,1,81,11,1,71
qrlsk,7,22,5,6,29,47
inxz6,3,1,2,3,1,57
c3y1d,10,6,93,6,2,61
b7w7n,3,27,51,3,3,33
lk5h7,3,7,85,12,3,86
xjt3e,5,1,32,3,1,86
ft9d4,12,2,81,12,17,86
pykj4,11,9,25,11,10,91
ep9q1,4,17,87,7,5,1
qjos0,3,8,26,9,5,49
ehbfo,3,4,6,5,13,80
lq8v8,5,1,88,11,1,21
vfu7w,5,30,94,5,30,24
ju0cz,12,20,16,11,30,44
ys2u8,3,12,28,12,3,72
br16r,10,14,91,2,2,63
c3qg4,11,18,41,5,9,27
e5e02,2,31,96,6,11,12
g4nd0,2,23,47,7,30,18
lxt9m,12,3,15,12,11,59
x07va,1,1,61,1,1,60
gyhdq,1,4,21,12,15,59
j1vby,6,31,80,10,2,21
bbmjr,5,2,22,11,7,19
svmrc,3,31,69,5,8,87
of18m,12,9,68,5,18,33
bxt8e,5,2,95,3,24,70
mipz3,3,1,12,5,1,13
f1r74,3,9,1,5,20,35
ke6pf,9,19,54,12,31,84
hl3cf,11,13,37,3,10,27
ujzun,4,23,24,8,2,70
b1r6m,3,6,3,12,27,3
pyzyd,7,25,90,4,29,94
u4xxh,3,1,93,12,1,80
apur2,4,28,79,10,28,74
x9bnu,6,9,1,4,29,22
to17q,11,1,32,12,1,2
h4la5,11,1,81,11,20,67
m7dhb,7,20,94,7,20,29
rewd4,11,1,33,11,1,61
nt6hv,3,6,91,5,1,55
tzu42,3,1,20,3,1,14
xf7g4,11,19,68,12,11,26
jpbf0,5,1,19,11,1,88
c2gil,11,24,78,5,10,19
lph48,12,31,71,12,15,85
phivl,5,2,93,12,1,9
ut28e,3,15,53,9,27,60
hu4si,12,4,87,3,13,70
yye6j,12,31,55,5,22,27
abpio,2,22,56,4,5,27
pk0am,7,7,25,10,3,46
lgrd7,2,21,92,7,19,1
suiy6,12,8,66,3,28,74
hf882,8,12,74,11,18,23
y717c,5,1,93,5,1,5
abr7m,12,19,81,3,3,90
vnoue,11,16,58,11,3,21
mhdgh,2,16,27,10,26,85
ni5fq,12,22,61,5,16,18
i4i0f,4,24,58,7,16,90
kxboy,12,6,89,12,11,1
lm3po,12,14,32,9,7,43
ifqqw,7,22,1,10,17,44
aim1s,2,22,45,2,5,37
ktpsh,3,8,94,12,23,13
kyt9q,12,1,95,12,1,76
sd4ak,3,1,64,11,1,58
mez4k,5,25,18,5,9,48
oks8y,5,1,37,3,12,9
mt5sk,3,11,45,11,15,25
l7weg,3,13,56,12,28,86
s6hap,12,1,50,3,1,55
rjx4f,12,1,38,12,19,30
zm9f7,12,3,86,11,31,54
mdklp,11,28,4,12,8,96
algte,11,1,26,5,1,36
py14d,5,31,25,5,19,27
khirf,12,11,71,3,12,19
cfeo3,12,9,51,12,31,80
w4tds,9,17,35,3,17,42
qn8ki,9,2,35,8,10,53
qdvta,3,1,18,12,1,69
qg73l,7,20,81,4,24,65
z0os5,9,1,10,5,1,95
rms37,11,23,24,12,14,56
shxik,3,1,18,3,1,47
t00ab,11,8,99,5,31,87
sm8k8,5,10,83,9,18,81
sj6q5,3,2,74,12,13,86
bgq5h,12,1,4,12,1,66
ksgph,12,15,33,11,25,35
hj43j,5,27,93,1,14,71
xylra,12,1,99,11,1,56
pzg55,12,5,3,12,13,59
nizh2,1,1,3,1,1,75
nptjf,11,1,23,12,20,54
rnalr,8,1,80,9,23,77
t7r2h,3,5,71,11,11,94
fcxfq,12,3,32,5,5,45
zxspq,1,1,81,1,1,57
tdync,9,13,61,1,6,34
fzlk0,12,1,47,3,1,4
p3g5c,8,1,11,9,1,55
l2g2x,5,12,85,11,25,64
jigkd,5,22,17,12,30,58
w5tfr,12,25,93,5,16,81
h643i,10,8,32,9,23,12
ve4ub,9,18,44,9,23,34
qmrgn,8,11,4,1,10,63
vlst8,3,6,87,3,19,28
tvz06,3,1,43,3,1,16
qaegp,11,21,56,11,16,21
eksft,12,1,69,12,1,74
zecla,11,17,13,5,22,9
q93yr,4,31,77,10,21,21
j1j8f,12,1,61,3,1,78
g795y,12,1,63,12,1,60
d12pz,12,15,3,12,20,52
ijtdf,5,17,84,12,21,48
djpxw,12,16,35,3,1,92
x8438,8,13,38,11,10,20
l9t93,10,14,34,4,22,40
qbcma,12,31,58,12,3,50
ujiec,3,11,77,11,23,16
yn16z,11,10,10,11,3,76
lkird,11,28,51,11,14,70
bu6jo,1,26,87,9,18,43
psb6a,11,19,20,3,24,65
yz03o,9,1,49,9,1,94
jjqhj,11,9,63,3,12,2
c5bpd,12,22,95,3,29,1
sqbyl,2,18,95,4,22,32
qmscr,9,15,45,8,31,16
dwhz9,5,13,5,11,17,46
awkuz,5,12,55,3,13,69
ntpow,9,1,49,12,1,92
d1aod,7,19,91,9,16,48
eksre,5,1,85,11,1,55
iexzl,10,30,99,10,16,93
mc24g,9,12,44,9,15,90
vp15q,1,15,53,12,31,51
lspbe,9,8,45,6,7,0
voq9x,9,31,32,5,20,37
p6e8c,10,22,31,7,25,1
k9hc0,11,15,72,7,31,53
n9g33,3,1,77,12,1,77
dh2xh,11,21,45,3,8,3
z5mnz,3,24,17,11,2,12
himvz,1,28,62,3,1,48
xzz8o,5,27,66,11,21,43
qf8ig,5,1,73,9,1,86
h1uig,12,7,16,8,30,30
meo9g,12,16,59,3,27,18
d5oyw,3,20,93,3,30,14
qh76e,3,22,35,11,8,92
b3v0k,3,25,19,3,11,34
qykgw,6,23,7,6,24,10
fgt9v,12,1,52,11,1,81
daxgc,5,24,1,12,13,81
fw5vu,3,1,29,3,1,77
cnjqo,1,1,1,1,1,2
xm3b8,11,29,56,3,11,32
ymupx,3,1,86,3,1,67
yk217,1,22,96,9,17,43
s7she,11,31,83,3,31,90
f64n4,8,8,51,8,8,24
tp8aj,5,12,38,5,26,87
tdqb1,12,31,88,12,30,49
gqebl,10,27,96,7,15,22
vf6n9,7,2,45,3,8,49
z61p8,5,7,64,5,28,60
jp2sy,6,11,35,6,10,69
poz1h,11,9,69,12,15,83
wq6bl,6,1,86,3,26,81
g141z,11,4,91,12,16,81
zsdk0,3,9,12,12,1,2
hzwcr,9,10,64,11,29,14
zy3dt,9,2,43,11,20,88
g06nt,11,1,5,11,1,18
txmha,7,21,62,7,25,28
nqruy,12,14,82,12,9,62
j7rn6,3,5,96,1,6,84
l6yjg,6,22,48,2,28,18
fziek,3,15,70,11,17,58
rcn0m,12,25,87,11,11,85
z5kgu,1,17,51,1,21,45
prne9,8,1,41,3,1,3
h6qig,3,1,71,12,1,28
reyfu,7,31,54,6,10,7
liamu,3,12,35,9,11,77
xlsbm,11,1,11,11,1,65
ge6l8,6,25,90,2,11,58
n6n3w,3,21,17,11,4,26
mxnro,4,5,94,7,6,14
xg6tn,3,18,80,5,24,87
