id,action_sequence,first_action_rb,ai_assistance
x9bxo,10477-697-105-111-105-4037-694-685-1464-105-1455-105-1127,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
x9c29,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-109-4429-104-13853-102-642-1433-709-1076-621-4187-1244-2953-694-929-108-2039-104-609-1433-709-25824-613-4187-1244-2953-102-603-822-604-603-1433-610-929-108-2039-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-109-4429,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
x9jk0,1076-658-3316-7943-105-4347-105-3387-822-12516-1143-105-1159-105-3246,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
x9n7a,1076-658-3316-12516-1143-105-1455-105-867-822-10686-10909-704-105-907-105-867,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
x9tdj,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-1072-3231-104-13853-102-642-1433-709-1076-621-4129-775-1195-694-114-1072-2736-104-609-1433-709-25824-613-4129-775-1195-102-603-822-604-603-1433-610-114-1072-2736-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-1072-3231,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xa5nj,836-105-1265-105-946-103-10477-697-105-1455-105-21040-1104,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xaaf1,685-1464-105-4129-105-1012-694-760-1593-8615-105-775-105-3115,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xag0p,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4187-4004-4519-104-13853-102-642-1433-709-1076-621-108-775-1353-694-775-1042-2581-104-609-2026-1338-613-775-1042-2581-102-3687-603-6946-695-709-731-13460-6641-1013-611-775-160-13581-102-1353-605-603-603-1433-2646-613-4187-4004-4519,['775'],G=G009|TAG=RB4|P=HIGH|COUNT=61|REP=b4to3|A=775|ABA=0|Buniq=0
xbfyx,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4037-4129-4311-104-13853-102-642-1433-709-1076-621-4507-4425-3493-694-775-867-4581-104-609-1433-709-25824-613-4507-4425-3493-102-603-822-604-603-1433-610-775-867-4581-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4037-4129-4311,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xbi7k,609-1433-21169-610-1128-621-164-2988-113-3362-606-113-1244-4359-104-630-1192-604-13308-102-695-709-4194-2032-975-1052-606-603-1009-15638-104,['113'],G=G011|TAG=RB4|P=HIGH|COUNT=24|REP=zanyx|A=113|ABA=0|Buniq=0
xbm6d,1076-658-3316-12516-5451-105-1159-105-4731-822-10477-697-105-4425-105-4073,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xbn2c,685-2207-8615-105-976-105-2408-694-10477-697-105-976-105-4350,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xbt2n,1076-658-3316-836-105-110-105-3231-822-685-2207-8615-105-4129-105-4425,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xbuvs,1076-658-3316-836-105-929-105-2408-822-760-1165-105-867-105-4129,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xc0b4,685-2207-8615-105-1265-105-4691-694-685-2207-8615-105-1244-105-3065,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xc3ki,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4347-989-2640-104-13853-102-642-1433-709-1076-621-113-929-4706-694-112-113-2088-104-609-1433-709-25824-613-113-929-4706-102-603-822-604-603-1433-610-112-113-2088-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4347-989-2640,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xc820,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-4507-4385-104-13853-102-642-1433-709-1076-621-111-1244-906-694-115-113-4581-104-609-1433-709-25824-613-111-1244-906-102-603-822-604-603-1433-610-115-113-4581-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-4507-4385,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xc8vz,1076-658-3316-760-1593-8615-105-1042-105-3387-822-760-1165-105-1126-105-4187,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xctou,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-979-3562-104-13853-102-642-1433-709-1076-621-4037-1126-4187-694-113-989-2032-104-609-1433-709-25824-613-4037-1126-4187-102-603-822-604-603-1433-610-113-989-2032-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-979-3562,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xcu1m,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4507-1265-4729-104-13853-102-642-1433-709-1076-621-107-775-4729-694-929-979-3427-104-609-1433-709-25824-613-107-775-4729-102-603-822-604-603-1433-610-929-979-3427-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4507-1265-4729,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xd3wz,1076-658-3316-836-105-4129-105-4167-822-10686-10909-704-105-4507-105-992,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xd703,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4425-110-4766-104-13853-102-642-1433-709-1076-621-775-907-1469-694-107-907-1127-104-609-1433-709-25824-613-775-907-1469-102-603-822-604-603-1433-610-107-907-1127-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4425-110-4766,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xe687,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4425-1243-2664-104-13853-102-642-1433-709-1076-621-110-4425-3362-694-111-110-2913-104-609-1433-709-25824-613-110-4425-3362-102-603-822-604-603-1433-610-111-110-2913-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4425-1243-2664,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xehce,760-1593-8615-105-1455-105-4004-694-760-1165-105-1012-105-992,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xerxk,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-907-1351-104-13853-102-642-1433-709-1076-621-867-4187-2125-694-109-979-2883-104-609-1433-709-25824-613-867-4187-2125-102-603-822-604-603-1433-610-109-979-2883-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-907-1351,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xeus2,7943-105-905-105-21355-1080-103-7943-105-907-105-15881-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xfbp5,760-1165-105-1126-105-978-103-836-105-109-105-17980-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xfkwg,760-1593-8615-105-907-105-4692-694-10477-697-105-989-105-3835,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xfo29,635-97-173-115-115-115-620-603-1221-104-609-1465-7042-976-1308-605-976-701-1903-102-3916-2039-1027-1052-724-104,['976'],G=G162|TAG=RB4|P=HIGH|COUNT=2|REP=xfo29|A=976|ABA=0|Buniq=0
xg2ry,906-105-113-105-21606-995-735-1072-105-110-105-887,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xg7it,688-1433-709-1338-621-4425-867-2578-606-867-1127-989-102-607-1192-603-1433-760-9044-618-751-3379-102-603-1433-3752-7508-4498-1736-709-6532-606-4187-1072-907,['867'],G=G023|TAG=RB4|P=HIGH|COUNT=35|REP=hhqge|A=867|ABA=0|Buniq=0
xh840,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-112-1127-3246-104-13853-102-642-1433-709-1076-621-929-113-4706-694-108-110-979-104-609-1433-709-25824-613-929-113-4706-102-603-822-604-603-1433-610-108-110-979-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-112-1127-3246,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xh9tf,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4037-109-1243-104-13853-102-642-1433-709-1076-621-114-1126-4117-694-115-1159-4942-104-609-1433-709-25824-613-114-1126-4117-102-603-822-604-603-1433-610-115-1159-4942-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4037-109-1243,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xhfm9,1076-658-3316-685-2207-8615-105-907-105-4491-822-164-889-105-4275-105-4507,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xhiew,929-105-1126-105-21606-1080-735-929-105-1012-105-21606-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xhihq,609-1736-1552-610-1012-685-2207-8615-1469-104-609-1465-810-1244-1308-605-1244-701-1903-102-605-709-8561-646-607-16980-1052,['1244'],G=G190|TAG=RB4|P=HIGH|COUNT=3|REP=cbphi|A=1244|ABA=0|Buniq=0
xhj1l,609-1433-709-15581-607-1489-22690-604-4350-102-878-4350-1777-604-2305-104,['4350'],G=G050|TAG=RB4|P=HIGH|COUNT=4|REP=xhj1l|A=4350|ABA=0|Buniq=0
xhxa1,1076-658-3316-7943-105-114-105-979-822-12516-5451-4521-2669-105-108-105-4073,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xhxqh,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-108-112-4465-104-13853-102-642-1433-709-1076-621-775-929-2602-694-929-907-1126-104-609-1433-709-25824-613-775-929-2602-102-603-822-604-603-1433-610-929-907-1126-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-108-112-4465,"['603', '929']",G=G013|TAG=RB4|P=HIGH|COUNT=32|REP=wxccz|A=929|ABA=0|Buniq=0
xig17,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4491-4347-2125-104-13853-102-642-1433-709-1076-621-775-867-2088-694-114-775-2088-104-609-1433-709-25824-613-775-867-2088-102-603-822-604-603-1433-610-114-775-2088-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4491-4347-2125,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
ximtu,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4275-111-4306-104-13853-102-642-1433-709-1076-621-112-1126-4167-694-107-1244-4465-104-609-1433-709-25824-613-112-1126-4167-102-603-822-604-603-1433-610-107-1244-4465-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4275-111-4306,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xio1f,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-110-4491-104-13853-102-642-1433-709-1076-621-775-1195-992-694-109-112-867-104-609-1433-709-25824-613-775-1195-992-102-603-822-604-603-1433-610-109-112-867-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-110-4491,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xj39g,1076-658-3316-12516-1143-105-907-105-4942-822-12516-5451-105-992-105-2224,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xj74o,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-112-905-104-13853-102-642-1433-709-1076-621-929-4347-4556-694-110-1127-4840-104-609-1433-709-25824-613-929-4347-4556-102-603-822-604-603-1433-610-110-1127-4840-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-112-905,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xjqsa,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-107-1127-2224-104-13853-102-642-1433-709-1076-621-110-907-2602-694-110-907-1353-104-609-1433-709-25824-613-110-907-2602-102-603-822-604-603-1433-610-110-907-1353-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-107-1127-2224,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xl2u6,111-105-1072-105-15342-1068-103-929-105-4347-105-910,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xlscc,10477-697-105-4187-105-1244-694-7943-105-1243-105-3362,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xm1hu,929-105-4037-105-15342-977-735-929-105-4507-105-15342-1045,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xmpqs,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4275-4507-4089-104-13853-102-642-1433-709-1076-621-4347-867-2125-694-110-907-2581-104-609-1433-709-25824-613-4347-867-2125-102-603-822-604-603-1433-610-110-907-2581-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4275-4507-4089,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xmspw,1076-658-3316-12516-5451-105-114-105-3065-822-12516-5451-4521-2669-105-4037-105-4491,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xn836,4347-105-1072-105-15881-1080-103-867-105-1159-105-21606-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xn8ok,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-867-3362-104-13853-102-642-1433-709-1076-621-775-1127-4691-694-108-115-2824-104-609-1433-709-25824-613-775-1127-4691-102-603-822-604-603-1433-610-108-115-2824-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-867-3362,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xo0os,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-867-4167-104-13853-102-642-1433-709-1076-621-114-1244-1265-694-107-1265-4706-104-609-1433-709-25824-613-114-1244-1265-102-603-822-604-603-1433-610-107-1265-4706-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-867-4167,"['1265', '603']",G=G154|TAG=RB4|P=HIGH|COUNT=11|REP=t6y6h|A=1265|ABA=0|Buniq=0
xotcb,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-115-1072-2640-104-13853-102-642-1433-709-1076-621-929-929-1243-694-929-989-110-104-609-1433-709-25824-613-929-929-1243-102-603-822-604-603-1433-610-929-989-110-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-115-1072-2640,"['603', '929']",G=G013|TAG=RB4|P=HIGH|COUNT=32|REP=wxccz|A=929|ABA=0|Buniq=0
xozk4,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4425-992-2883-104-13853-102-642-1433-709-1076-621-775-906-989-694-775-1159-2913-104-609-1433-709-25824-613-775-906-989-102-603-822-604-603-1433-610-775-1159-2913-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4425-992-2883,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xp348,609-1433-21169-610-1128-621-169-4822-112-4491-606-112-110-1195-104-630-1192-604-13308-102-695-709-4194-21040-1080-1052-606-603-1009-15638-104,['112'],G=G048|TAG=RB4|P=HIGH|COUNT=13|REP=qo4t7|A=112|ABA=0|Buniq=0
xp8rt,4491-105-4507-105-20278-1045-103-109-105-115-105-20278-1027,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xpddg,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4275-109-4603-104-13853-102-642-1433-709-1076-621-775-114-4429-694-110-905-4429-104-609-1433-709-25824-613-775-114-4429-102-603-822-604-603-1433-610-110-905-4429-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4275-109-4603,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xpdvv,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4275-1127-2824-104-13853-102-642-1433-709-1076-621-4347-111-4391-694-114-1072-4966-104-609-1433-709-25824-613-4347-111-4391-102-603-822-604-603-1433-610-114-1072-4966-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4275-1127-2824,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xph5u,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-109-4465-104-13853-102-642-1433-709-1076-621-4491-4507-2581-694-111-109-4103-104-609-1433-709-25824-613-4491-4507-2581-102-603-822-604-603-1433-610-111-109-4103-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-109-4465,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xphve,906-105-4004-105-21040-1068-735-905-105-110-105-20278-995,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xpk91,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-1265-4966-104-13853-102-642-1433-709-1076-621-108-905-4942-694-929-1126-3427-104-609-1433-709-25824-613-108-905-4942-102-603-822-604-603-1433-610-929-1126-3427-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-1265-4966,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xq2z6,1072-105-775-105-21355-1080-735-1353-105-775-105-21355-1071,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xq315,3542-709-1338-621-113-929-4539-606-929-989-4465-102-607-1192-603-1433-760-9044-618-751-2475-102-603-3752-7508-4498-1736-604-603-1433-709-6532-618-8520-1068-1052,['929'],G=G013|TAG=RB4|P=HIGH|COUNT=32|REP=wxccz|A=929|ABA=0|Buniq=0
xqc91,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-114-1243-929-104-13853-102-642-1433-709-1076-621-109-1195-907-694-112-112-4691-104-609-1433-709-25824-613-109-1195-907-102-603-822-604-603-1433-610-112-112-4691-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-114-1243-929,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xqxdn,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4347-1243-1072-104-13853-102-642-1433-709-1076-621-867-867-4787-694-115-107-4615-104-609-1433-709-25824-613-867-867-4787-102-603-822-604-603-1433-610-115-107-4615-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4347-1243-1072,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xrrh7,1076-658-3316-12516-5451-105-1159-105-3387-822-12516-5451-105-1042-105-4391,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xrtt6,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-929-906-104-13853-102-642-1433-709-1076-621-775-1159-1351-694-110-929-5032-104-609-1433-709-25824-613-775-1159-1351-102-603-822-604-603-1433-610-110-929-5032-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-929-906,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xsfgm,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-775-4491-4311-104-13853-102-642-1433-709-1076-621-114-4507-992-694-114-107-4731-104-609-1433-709-25824-613-114-4507-992-102-603-822-604-603-1433-610-114-107-4731-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-775-4491-4311,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xsm0v,836-105-108-105-20022-1071-103-685-2207-8615-105-1265-105-869,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xsz25,1076-658-3316-10686-10909-704-105-1012-105-976-822-760-1165-105-906-105-4691,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xt0e7,1076-658-3316-12516-5451-4521-2669-105-1127-105-4037-822-685-2207-8615-105-112-105-2913,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xtntm,1076-658-3316-836-105-4004-105-1455-822-760-1165-105-1265-105-4599,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xtqqd,10477-697-105-867-105-15881-1059-103-760-1165-105-1012-105-20278-1071,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xtz7o,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4004-1072-3246-104-13853-102-642-1433-709-1076-621-4425-4507-4787-694-110-110-1353-104-609-1433-709-25824-613-4425-4507-4787-102-603-822-604-603-1433-610-110-110-1353-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4004-1072-3246,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xua6v,1076-658-3316-836-105-1042-105-1351-822-12516-5451-4521-2669-105-1042-105-1195,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xum0r,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4507-906-3115-104-13853-102-642-1433-709-1076-621-4004-1127-2736-694-111-113-867-104-609-1433-709-25824-613-4004-1127-2736-102-603-822-604-603-1433-610-111-113-867-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4507-906-3115,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xvbcc,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-4129-906-2883-104-13853-102-642-1433-709-1076-621-4507-992-1265-694-110-992-2913-104-609-1433-709-25824-613-4507-992-1265-102-603-822-604-603-1433-610-110-992-2913-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-4129-906-2883,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xvbly,609-1433-21169-610-1128-621-685-1464-906-905-606-115-905-112-104-630-1192-604-13308-102-695-709-4194-20915-995-1052-606-603-1009-15638-104,['905'],G=G030|TAG=RB4|P=HIGH|COUNT=4|REP=zqezn|A=905|ABA=0|Buniq=0
xvp26,10477-697-105-112-105-17980-1080-103-7943-105-989-105-21355-1080,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xvqno,1076-658-3316-10477-697-105-1126-105-4089-822-760-1165-105-1042-105-907,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xvyy7,609-1433-21169-610-1128-621-10477-697-4004-929-606-110-929-906-104-630-1192-604-13308-102-695-709-4194-2685-1052-606-603-1009-15638-104,['929'],G=G013|TAG=RB4|P=HIGH|COUNT=32|REP=wxccz|A=929|ABA=0|Buniq=0
xy1kg,1076-658-3316-12516-5451-105-1353-105-867-822-12516-1143-105-1042-105-4103,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xyfsq,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-929-1243-3387-104-13853-102-642-1433-709-1076-621-109-4037-4465-694-867-979-1127-104-609-1433-709-25824-613-109-4037-4465-102-603-822-604-603-1433-610-867-979-1127-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-929-1243-3387,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xyiui,1076-658-3316-760-1593-8615-105-1243-105-2578-822-685-2207-8615-105-1127-105-4729,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
xyra9,909-13308-12368-102-603-1009-3752-22631-1736-709-629-927-606-867-4187-1265-104-13853-102-642-1433-709-1076-621-4129-115-4942-694-775-775-4787-104-609-1433-709-25824-613-4129-115-4942-102-603-822-604-603-1433-610-775-775-4787-104-909-13308-12368-102-603-3752-7508-4498-1736-709-6532-606-867-4187-1265,['603'],G=G005|TAG=RB4|P=HIGH|COUNT=1166|REP=ldjdp|A=603|ABA=0|Buniq=0
xys50,1012-105-4507-105-15881-1045-735-1012-105-112-105-21355-977,['105'],G=G001|TAG=ANCHOR_LOOP|P=HIGH|COUNT=2165|REP=dpsmo|A=105|ABA=2|Buniq=1
